StudentID,Name,Gender,Class,Section,ExamTerm,Math,Science,English,History,Computer,Total,Average,Grade
S0197,Michelle Andrade,Female,10B,,Term 1,12.0,65.0,71.0,19.0,50.503184713375795,217.5031847133758,43.50063694267516,D
S0329,Paula Cain,Other,10C,,Term 2,57.0,55.0,100.0,54.0,56.0,322.0,64.4,B
S0143,Angela Carrillo,Female,10A,,Term 2,34.0,70.0,50.40127388535032,52.41263157894737,14.0,220.8139054642977,44.16278109285954,D
S0059,Courtney Murphy,Other,10B,,Term 2,23.0,97.0,89.0,14.0,85.0,308.0,61.6,B
S0479,Cindy Burns,Other,10A,,Term 2,60.0,92.0,33.0,6.0,50.503184713375795,241.5031847133758,48.300636942675155,D
S0153,Tiffany Williams,Other,10A,,Term 2,100.0,36.0,0.0,6.0,15.0,157.0,31.4,E
S0476,Angela Thomas,Female,10A,,Term 2,50.90191897654584,61.0,91.0,96.0,13.0,311.90191897654586,62.38038379530917,B
S0045,Karen Morales,Other,10A,,Term 2,71.0,11.0,81.0,100.0,67.0,330.0,66.0,B
S0092,Melissa Munoz,Female,10C,,Term 2,35.0,46.0,61.0,11.0,83.0,236.0,47.2,D
S0260,Randy Hawkins,Other,10B,,Term 2,67.0,34.0,99.0,88.0,50.0,338.0,67.6,B
S0452,Ebony Johnson,Female,10A,,Term 2,71.0,9.0,22.0,28.0,33.0,163.0,32.6,E
S0081,Angela Thomas,Other,10C,,Term 2,38.0,49.0,22.0,52.41263157894737,7.0,168.41263157894736,33.682526315789474,E
S0257,Kayla Dorsey,Other,10C,,Term 2,3.0,51.0,78.0,12.0,50.503184713375795,194.5031847133758,38.900636942675156,E
S0033,Mitchell Brown,Male,10B,,Term 2,50.0,9.0,83.0,52.0,42.0,236.0,47.2,D
S0444,Sergio Brooks,Male,10C,,Term 2,39.0,92.0,3.0,25.0,91.0,250.0,50.0,C
S0006,Richard Tanner,Female,10C,,Term 2,14.0,50.0,50.40127388535032,95.0,14.0,223.40127388535032,44.68025477707006,D
S0102,Jordan Morales,Male,10B,,Term 2,82.0,57.0,95.0,95.0,7.0,336.0,67.2,B
S0230,David Jimenez,Male,10C,,Term 2,3.0,39.0,66.0,53.0,59.0,220.0,44.0,D
S0113,Abigail Garcia,Female,10B,,Term 2,13.0,53.0,69.0,55.0,50.503184713375795,240.5031847133758,48.10063694267516,D
S0129,Connie Lee,Other,10B,,Term 2,11.0,82.0,92.0,13.0,55.0,253.0,50.6,C
S0196,Christopher Anderson,Other,10A,,Term 2,63.0,75.0,50.40127388535032,45.0,0.0,233.40127388535032,46.68025477707006,D
S0359,Tiffany Wolf,Female,10A,,Term 2,35.0,1.0,27.0,78.0,100.0,241.0,48.2,D
S0017,Doris Johnson,Female,10C,,Term 2,57.0,41.0,59.0,59.0,67.0,283.0,56.6,C
S0112,Rebecca Cook,Male,10B,,Term 2,38.0,56.0,50.40127388535032,59.0,88.0,291.4012738853503,58.280254777070056,C
S0184,Lindsey Rodriguez,Male,10A,,Term 2,12.0,6.0,64.0,52.41263157894737,2.0,136.41263157894736,27.28252631578947,F
S0004,Paul Middleton,Female,10C,,Term 2,81.0,88.0,40.0,88.0,7.0,304.0,60.8,B
S0396,Kevin Martin,Other,10C,,Term 2,50.0,78.0,50.40127388535032,35.0,50.503184713375795,263.90445859872614,52.78089171974523,C
S0162,Sandra Strickland,Female,10A,,Term 2,92.0,55.0,25.0,70.0,39.0,281.0,56.2,C
S0499,Justin Sullivan,Female,10A,,Term 2,20.0,12.0,50.40127388535032,45.0,62.0,189.40127388535032,37.880254777070064,E
S0468,Joshua Miller,Male,10A,,Term 2,39.0,44.0,85.0,43.0,79.0,290.0,58.0,C
S0118,Charles Kirby,Male,10B,,Term 2,49.0,10.0,23.0,100.0,46.0,228.0,45.6,D
S0475,Vincent Parks,Other,10A,,Term 2,95.0,57.0,4.0,52.41263157894737,53.0,261.41263157894736,52.28252631578947,C
S0394,John Smith,Female,10A,,Term 2,4.0,15.0,60.0,53.0,81.0,213.0,42.6,D
S0233,Charlotte Santos,Female,10B,,Term 2,79.0,95.0,17.0,15.0,77.0,283.0,56.6,C
S0167,Sara Osborne,Other,10B,,Term 2,22.0,56.0,92.0,83.0,62.0,315.0,63.0,B
S0351,Gary Davis,Male,10A,,Term 2,25.0,39.0,91.0,52.41263157894737,81.0,288.41263157894736,57.682526315789474,C
S0286,Nicholas Hamilton,Female,10A,,Term 2,20.0,19.0,0.0,60.0,61.0,160.0,32.0,E
S0353,Lisa Brown,Other,10C,,Term 2,67.0,84.0,9.0,100.0,1.0,261.0,52.2,C
S0328,Joseph Bennett,Male,10A,,Term 2,75.0,29.0,2.0,12.0,86.0,204.0,40.8,D
S0139,Lori Parker,Female,10C,,Term 2,0.0,98.0,99.0,81.0,18.0,296.0,59.2,C
S0190,James Henderson,Female,10B,,Term 2,66.0,0.0,20.0,99.0,52.0,237.0,47.4,D
S0465,Denise George,Female,10B,,Term 2,36.0,34.0,93.0,52.41263157894737,25.0,240.41263157894736,48.08252631578947,D
S0237,Adam Lewis,Other,10B,,Term 2,12.0,50.40376569037657,52.0,71.0,25.0,210.40376569037656,42.08075313807531,D
S0430,Ryan Miller,Other,10A,,Term 2,2.0,49.0,81.0,99.0,50.503184713375795,281.5031847133758,56.300636942675155,C
S0182,Joseph Owens,Female,10A,,Term 2,32.0,31.0,9.0,33.0,77.0,182.0,36.4,E
S0108,Christine Drake,Other,10C,,Term 2,3.0,9.0,36.0,100.0,50.503184713375795,198.5031847133758,39.70063694267516,E
S0274,Ryan Mclean,Male,10A,,Term 2,86.0,28.0,86.0,40.0,31.0,271.0,54.2,C
S0137,Jonathan Smith,Other,10C,,Term 2,63.0,5.0,29.0,36.0,86.0,219.0,43.8,D
S0491,Mary Davis,Other,10A,,Term 2,96.0,90.0,39.0,97.0,18.0,340.0,68.0,B
S0312,David Hurley,Male,10A,,Term 2,17.0,93.0,78.0,81.0,34.0,303.0,60.6,B
S0037,Ronald Snyder,Female,10B,,Term 2,24.0,17.0,33.0,82.0,51.0,207.0,41.4,D
S0117,David Peterson,Male,10C,,Term 2,85.0,50.40376569037657,91.0,39.0,62.0,327.40376569037653,65.4807531380753,B
S0036,Paul Fowler,Female,10B,,Term 2,13.0,2.0,17.0,14.0,27.0,73.0,14.6,F
S0361,Isaiah Cruz,Male,10C,,Term 2,26.0,63.0,19.0,7.0,99.0,214.0,42.8,D
S0186,Gary Jenkins,Female,10B,,Term 2,78.0,44.0,78.0,92.0,77.0,369.0,73.8,B+
S0071,Alejandra Jones,Male,10A,,Term 2,70.0,52.0,19.0,77.0,83.0,301.0,60.2,B
S0413,Douglas Duffy,Other,10C,,Term 2,93.0,72.0,88.0,50.0,57.0,360.0,72.0,B+
S0405,Vincent Jackson,Female,10A,,Term 2,28.0,60.0,24.0,88.0,98.0,298.0,59.6,C
S0175,Peggy Chandler,Female,10A,,Term 2,47.0,26.0,84.0,14.0,26.0,197.0,39.4,E
S0080,Bradley Cooper DDS,Male,10C,,Term 2,77.0,19.0,34.0,68.0,11.0,209.0,41.8,D
S0135,Jeffrey Ferguson,Female,10C,,Term 2,22.0,56.0,50.40127388535032,33.0,67.0,228.40127388535032,45.68025477707006,D
S0276,Stephanie Wilson,Male,10B,,Term 2,70.0,59.0,50.40127388535032,73.0,37.0,289.4012738853503,57.88025477707006,C
S0495,Tonya Jones,Female,10B,,Term 2,72.0,62.0,25.0,46.0,34.0,239.0,47.8,D
S0074,Tiffany Forbes,Female,10B,,Term 2,43.0,66.0,72.0,75.0,61.0,317.0,63.4,B
S0434,Michael Smith,Other,10A,,Term 2,94.0,14.0,89.0,76.0,90.0,363.0,72.6,B+
S0177,Mr. Sean Russell III,Other,10B,,Term 2,62.0,73.0,90.0,80.0,88.0,393.0,78.6,B+
S0136,Danielle White,Other,10A,,Term 2,100.0,48.0,7.0,75.0,49.0,279.0,55.8,C
S0025,Kristin Sharp,Other,10A,,Term 2,6.0,8.0,4.0,7.0,16.0,41.0,8.2,F
S0330,Samuel Cline,Female,10A,,Term 2,97.0,51.0,50.40127388535032,29.0,72.0,299.4012738853503,59.88025477707006,C
S0256,Christine Mclaughlin,Other,10A,,Term 2,54.0,44.0,95.0,30.0,17.0,240.0,48.0,D
S0336,David Burns,Other,10B,,Term 2,25.0,24.0,50.40127388535032,17.0,64.0,180.40127388535032,36.08025477707007,E
S0023,Daniel Hoffman,Other,10C,,Term 2,12.0,29.0,88.0,48.0,18.0,195.0,39.0,E
S0236,Timothy Austin MD,Female,10B,,Term 2,57.0,65.0,28.0,59.0,75.0,284.0,56.8,C
S0275,Mr. Eric Madden,Male,10A,,Term 2,9.0,99.0,96.0,41.0,79.0,324.0,64.8,B
S0194,Christian Palmer,Other,10C,,Term 2,84.0,67.0,42.0,24.0,23.0,240.0,48.0,D
S0283,Anthony Kelly,Other,10C,,Term 2,47.0,14.0,22.0,2.0,20.0,105.0,21.0,F
S0393,Mitchell Hart,Other,10B,,Term 2,96.0,14.0,45.0,74.0,51.0,280.0,56.0,C
S0397,Jeffrey Hall,Male,10A,,Term 2,100.0,20.0,49.0,95.0,50.503184713375795,314.5031847133758,62.900636942675156,B
S0425,Victor Cooper,Male,10B,,Term 2,46.0,63.0,83.0,24.0,19.0,235.0,47.0,D
S0322,Timothy Graves,Other,10A,,Term 2,98.0,100.0,86.0,75.0,100.0,459.0,91.8,A+
S0317,Cindy Moran,Other,10A,,Term 2,61.0,10.0,70.0,62.0,50.503184713375795,253.5031847133758,50.70063694267516,C
S0203,Adriana Mcmahon,Other,10A,,Term 2,67.0,12.0,5.0,89.0,38.0,211.0,42.2,D
S0418,Kevin Hall,Other,10B,,Term 2,35.0,56.0,54.0,82.0,51.0,278.0,55.6,C
S0496,Christopher Evans,Male,10A,,Term 2,65.0,57.0,5.0,71.0,4.0,202.0,40.4,D
S0364,Suzanne Yoder,Male,10C,,Term 2,61.0,88.0,83.0,29.0,83.0,344.0,68.8,B
S0078,Christina Hernandez,Other,10B,,Term 2,37.0,59.0,88.0,16.0,65.0,265.0,53.0,C
S0027,Gregg Ortiz,Male,10B,,Term 2,44.0,50.40376569037657,74.0,18.0,48.0,234.40376569037656,46.88075313807531,D
S0335,Amy Garcia,Male,10A,,Term 2,76.0,100.0,57.0,14.0,42.0,289.0,57.8,C
S0308,Kyle Brooks,Female,10C,,Term 2,73.0,50.40376569037657,3.0,67.0,53.0,246.40376569037656,49.28075313807531,D
S0101,Erik Johnson,Female,10C,,Term 2,86.0,31.0,7.0,52.41263157894737,50.0,226.41263157894736,45.28252631578947,D
S0416,Allison Simon,Male,10C,,Term 2,71.0,56.0,29.0,8.0,85.0,249.0,49.8,D
S0267,Jonathan Bruce,Male,10A,,Term 2,100.0,54.0,96.0,96.0,81.0,427.0,85.4,A
S0453,Erik Martinez,Other,10B,,Term 2,92.0,2.0,9.0,64.0,14.0,181.0,36.2,E
S0363,Marcus Mathis,Other,10C,,Term 2,69.0,8.0,53.0,100.0,36.0,266.0,53.2,C
S0007,Nathan West,Other,10C,,Term 2,61.0,27.0,61.0,91.0,0.0,240.0,48.0,D
S0346,Samantha Krueger,Female,10C,,Term 2,36.0,25.0,3.0,58.0,65.0,187.0,37.4,E
S0234,Darrell Murray,Male,10A,,Term 2,14.0,43.0,86.0,78.0,100.0,321.0,64.2,B
S0421,Alicia Patton,Other,10A,,Term 2,77.0,43.0,11.0,32.0,30.0,193.0,38.6,E
S0386,Tina Chan,Male,10B,,Term 2,30.0,60.0,16.0,69.0,29.0,204.0,40.8,D
S0242,Mrs. Alexandria Roberts PhD,Male,10C,,Term 2,49.0,23.0,42.0,17.0,98.0,229.0,45.8,D
S0484,Dr. Tanya Duncan,Female,10B,,Term 2,81.0,27.0,72.0,0.0,68.0,248.0,49.6,D
S0464,Taylor Rosales,Female,10C,,Term 2,5.0,50.40376569037657,92.0,52.0,3.0,202.40376569037656,40.480753138075315,D
S0293,Christopher Abbott,Female,10C,,Term 2,57.0,67.0,71.0,42.0,4.0,241.0,48.2,D
S0012,Penny Anderson,Other,10B,,Term 2,35.0,98.0,24.0,52.41263157894737,53.0,262.41263157894736,52.48252631578947,C
S0255,David Bass,Other,10B,,Term 2,96.0,87.0,99.0,97.0,18.0,397.0,79.4,B+
S0053,Robert Wright,Other,10A,,Term 2,57.0,36.0,50.40127388535032,99.0,36.0,278.4012738853503,55.68025477707006,C
S0500,Scott Vega,Other,10B,,Term 2,74.0,2.0,17.0,46.0,58.0,197.0,39.4,E
S0228,Danielle Griffin,Other,10A,,Term 2,50.90191897654584,8.0,18.0,34.0,82.0,192.90191897654586,38.580383795309174,E
S0208,Stephanie Roberts,Other,10C,,Term 2,96.0,7.0,64.0,10.0,96.0,273.0,54.6,C
S0130,Lori Silva,Female,10A,,Term 2,50.90191897654584,84.0,53.0,36.0,20.0,243.90191897654586,48.78038379530917,D
S0163,Tara Khan,Female,10C,,Term 2,18.0,90.0,36.0,26.0,97.0,267.0,53.4,C
S0147,Martin Rodriguez,Male,10C,,Term 2,77.0,74.0,56.0,52.41263157894737,95.0,354.41263157894736,70.88252631578948,B+
S0090,Edwin Shea,Male,10B,,Term 2,17.0,38.0,100.0,41.0,35.0,231.0,46.2,D
S0063,Lisa Sweeney,Male,10B,,Term 2,46.0,19.0,34.0,87.0,12.0,198.0,39.6,E
S0095,Gina Galvan,Female,10C,,Term 2,34.0,81.0,9.0,53.0,64.0,241.0,48.2,D
S0096,Steven Sanders,Other,10C,,Term 2,7.0,78.0,31.0,30.0,59.0,205.0,41.0,D
S0073,Amanda Byrd,Male,10A,,Term 2,50.90191897654584,32.0,0.0,76.0,25.0,183.90191897654586,36.78038379530917,E
S0091,Brian Key,Male,10A,,Term 2,48.0,43.0,71.0,57.0,86.0,305.0,61.0,B
S0039,Alexis Fry,Other,10C,,Term 2,50.0,74.0,43.0,67.0,11.0,245.0,49.0,D
S0219,Daniel Leach,Other,10A,,Term 2,78.0,58.0,50.40127388535032,89.0,30.0,305.4012738853503,61.08025477707006,B
S0211,Jennifer Martin,Male,10C,,Term 2,15.0,13.0,66.0,72.0,9.0,175.0,35.0,E
S0370,Kelly Ryan,Other,10B,,Term 2,85.0,85.0,20.0,88.0,32.0,310.0,62.0,B
S0376,Tara Rodriguez,Other,10B,,Term 2,67.0,81.0,23.0,23.0,79.0,273.0,54.6,C
S0155,Heather Reed,Male,10C,,Term 2,14.0,16.0,56.0,44.0,71.0,201.0,40.2,D
S0424,Randy Williams,Female,10A,,Term 2,89.0,41.0,2.0,50.0,2.0,184.0,36.8,E
S0070,Brenda Johnson,Male,10A,,Term 2,18.0,0.0,33.0,24.0,79.0,154.0,30.8,E
S0003,Sandra Miller,Female,10C,,Term 2,77.0,3.0,3.0,89.0,99.0,271.0,54.2,C
S0472,Shannon Harris,Female,10A,,Term 2,92.0,78.0,97.0,98.0,76.0,441.0,88.2,A
S0285,Meredith Ortiz,Female,10A,,Term 2,5.0,62.0,50.40127388535032,10.0,84.0,211.40127388535032,42.28025477707006,D
S0435,Amanda Pena,Other,10C,,Term 2,0.0,50.40376569037657,53.0,22.0,60.0,185.40376569037656,37.08075313807531,E
S0366,Mindy Shah,Female,10C,,Term 2,9.0,48.0,23.0,80.0,70.0,230.0,46.0,D
S0157,Tonya Thompson,Female,10A,,Term 2,77.0,93.0,7.0,32.0,49.0,258.0,51.6,C
S0354,Carrie Hester,Male,10C,,Term 2,96.0,71.0,5.0,18.0,32.0,222.0,44.4,D
S0144,Anita Waters,Male,10C,,Term 2,22.0,3.0,98.0,76.0,60.0,259.0,51.8,C
S0379,Maria Wells,Male,10B,,Term 2,68.0,82.0,63.0,60.0,19.0,292.0,58.4,C
S0046,Craig Swanson,Female,10A,,Term 2,77.0,22.0,89.0,56.0,39.0,283.0,56.6,C
S0400,Laura Scott,Male,10C,,Term 2,59.0,64.0,62.0,46.0,75.0,306.0,61.2,B
S0165,Shawn Armstrong,Female,10C,,Term 2,86.0,100.0,77.0,46.0,21.0,330.0,66.0,B
S0268,Casey Hogan,Female,10A,,Term 2,33.0,55.0,53.0,38.0,17.0,196.0,39.2,E
S0487,Curtis Day,Female,10C,,Term 2,32.0,34.0,9.0,89.0,100.0,264.0,52.8,C
S0427,Ariel Gillespie,Male,10C,,Term 2,83.0,79.0,50.40127388535032,42.0,18.0,272.4012738853503,54.48025477707006,C
S0189,Kristen Hamilton,Female,10B,,Term 2,53.0,56.0,93.0,10.0,1.0,213.0,42.6,D
S0202,Jennifer Hernandez,Male,10B,,Term 2,14.0,50.40376569037657,31.0,90.0,72.0,257.40376569037653,51.48075313807531,C
S0140,Robert Koch,Male,10A,,Term 2,90.0,44.0,10.0,55.0,11.0,210.0,42.0,D
S0093,Kathleen Woods,Other,10B,,Term 2,29.0,81.0,15.0,13.0,65.0,203.0,40.6,D
S0385,Matthew Wood,Female,10B,,Term 2,75.0,49.0,7.0,18.0,42.0,191.0,38.2,E
S0128,Gabriel Kennedy,Male,10C,,Term 2,50.0,50.0,27.0,66.0,33.0,226.0,45.2,D
S0009,Ashley Perkins,Male,10C,,Term 2,100.0,1.0,69.0,74.0,37.0,281.0,56.2,C
S0357,Vanessa Arias DDS,Male,10C,,Term 2,66.0,48.0,50.40127388535032,38.0,55.0,257.4012738853503,51.48025477707006,C
S0473,Derek Griffith,Male,10B,,Term 2,76.0,6.0,82.0,35.0,23.0,222.0,44.4,D
S0075,Rachel Juarez,Other,10C,,Term 2,40.0,81.0,12.0,18.0,7.0,158.0,31.6,E
S0463,Meagan Jacobs,Male,10C,,Term 2,6.0,0.0,82.0,41.0,33.0,162.0,32.4,E
S0005,Mr. Paul Johnson PhD,Male,10C,,Term 2,6.0,32.0,87.0,85.0,100.0,310.0,62.0,B
S0172,Michelle Miller,Male,10B,,Term 2,61.0,83.0,75.0,97.0,23.0,339.0,67.8,B
S0185,Joseph Harrington,Female,10A,,Term 2,92.0,50.0,28.0,44.0,100.0,314.0,62.8,B
S0356,Amy Jones,Male,10C,,Term 2,32.0,79.0,92.0,68.0,50.503184713375795,321.5031847133758,64.30063694267515,B
S0324,Travis Floyd,Male,10B,,Term 2,20.0,46.0,84.0,72.0,1.0,223.0,44.6,D
S0200,Nancy Walton,Male,10C,,Term 2,55.0,48.0,35.0,94.0,87.0,319.0,63.8,B
S0316,Katherine Andrews,Male,10C,,Term 2,89.0,25.0,15.0,52.41263157894737,94.0,275.41263157894736,55.08252631578947,C
S0022,Susan Arnold,Female,10B,,Term 2,67.0,74.0,20.0,100.0,48.0,309.0,61.8,B
S0060,Dawn Anderson,Male,10B,,Term 2,50.90191897654584,100.0,95.0,28.0,56.0,329.90191897654586,65.98038379530917,B
S0460,Michelle Williams,Male,10C,,Term 2,69.0,52.0,40.0,53.0,98.0,312.0,62.4,B
S0314,Gregory Morales,Other,10A,,Term 2,3.0,28.0,100.0,38.0,90.0,259.0,51.8,C
S0214,Deanna Patterson,Female,10C,,Term 2,71.0,4.0,36.0,92.0,1.0,204.0,40.8,D
S0262,Danielle Smith,Female,10C,,Term 2,93.0,95.0,0.0,67.0,6.0,261.0,52.2,C
S0270,Lisa Clark,Female,10A,,Term 2,85.0,98.0,74.0,40.0,29.0,326.0,65.2,B
S0238,Matthew Lawson,Other,10C,,Term 2,10.0,37.0,5.0,41.0,71.0,164.0,32.8,E
S0204,Rhonda York,Female,10C,,Term 2,27.0,79.0,71.0,5.0,2.0,184.0,36.8,E
S0178,Emily Lane,Female,10A,,Term 2,60.0,39.0,36.0,62.0,56.0,253.0,50.6,C
S0051,Daniel Kline,Female,10C,,Term 2,47.0,32.0,0.0,81.0,19.0,179.0,35.8,E
S0494,Jonathon Brown,Female,10B,,Term 2,85.0,0.0,25.0,36.0,16.0,162.0,32.4,E
S0019,Richard Mccall,Other,10B,,Term 2,0.0,62.0,66.0,100.0,91.0,319.0,63.8,B
S0378,Brian Martin,Male,10A,,Term 2,70.0,33.0,83.0,39.0,21.0,246.0,49.2,D
S0478,William Cook,Other,10A,,Term 2,58.0,96.0,28.0,52.41263157894737,14.0,248.41263157894736,49.682526315789474,D
S0174,Rachel Silva,Other,10B,,Term 2,9.0,50.0,21.0,27.0,6.0,113.0,22.6,F
S0371,Gary Davis,Female,10B,,Term 2,18.0,73.0,90.0,76.0,23.0,280.0,56.0,C
S0482,Julie Collins,Male,10B,,Term 2,87.0,37.0,22.0,14.0,48.0,208.0,41.6,D
S0419,Larry Clark,Female,10C,,Term 2,50.0,66.0,22.0,57.0,100.0,295.0,59.0,C
S0281,Alison Woods,Other,10B,,Term 2,43.0,97.0,47.0,52.41263157894737,50.503184713375795,289.91581629232314,57.98316325846463,C
S0170,Marc Scott,Other,10C,,Term 2,79.0,11.0,26.0,4.0,58.0,178.0,35.6,E
S0278,Sharon Levine,Female,10A,,Term 2,28.0,19.0,8.0,91.0,51.0,197.0,39.4,E
S0116,Sandra Hamilton,Female,10B,,Term 2,4.0,65.0,50.0,87.0,58.0,264.0,52.8,C
S0264,Theresa Collins,Other,10A,,Term 2,78.0,49.0,2.0,97.0,31.0,257.0,51.4,C
S0433,Nicholas Wood,Other,10A,,Term 2,42.0,9.0,76.0,66.0,66.0,259.0,51.8,C
S0068,Ashley Ryan,Female,10C,,Term 2,64.0,81.0,28.0,51.0,100.0,324.0,64.8,B
S0243,Larry Atkins,Male,10A,,Term 2,3.0,65.0,17.0,0.0,89.0,174.0,34.8,E
S0125,Jason Kelly,Female,10C,,Term 2,44.0,18.0,37.0,80.0,0.0,179.0,35.8,E
S0289,Ryan Moore,Male,10C,,Term 2,12.0,18.0,57.0,64.0,7.0,158.0,31.6,E
S0209,Brett Wyatt,Other,10B,,Term 2,53.0,10.0,65.0,27.0,55.0,210.0,42.0,D
S0221,Stephanie Smith,Female,10B,,Term 2,73.0,62.0,0.0,80.0,85.0,300.0,60.0,B
S0426,Bethany Kirby,Male,10A,,Term 2,50.0,63.0,96.0,89.0,0.0,298.0,59.6,C
S0122,Brett Armstrong,Other,10C,,Term 2,21.0,93.0,83.0,98.0,38.0,333.0,66.6,B
S0297,Laurie Cline,Female,10C,,Term 2,94.0,52.0,15.0,36.0,17.0,214.0,42.8,D
S0232,Robert Harvey,Male,10B,,Term 2,35.0,30.0,14.0,23.0,100.0,202.0,40.4,D
S0160,Calvin Noble,Female,10B,,Term 2,26.0,50.40376569037657,9.0,26.0,88.0,199.40376569037656,39.88075313807531,E
S0272,Michael Chavez,Other,10A,,Term 2,99.0,58.0,70.0,67.0,95.0,389.0,77.8,B+
S0307,Laura Young,Other,10B,,Term 2,33.0,49.0,2.0,66.0,16.0,166.0,33.2,E
S0166,Jeremy Pope,Other,10C,,Term 2,8.0,85.0,51.0,100.0,88.0,332.0,66.4,B
S0010,Michael Barrett,Female,10C,,Term 2,58.0,19.0,89.0,95.0,39.0,300.0,60.0,B
S0372,Brandi Anderson,Female,10C,,Term 2,50.90191897654584,39.0,83.0,97.0,69.0,338.90191897654586,67.78038379530918,B
S0158,Kyle Clark,Male,10C,,Term 2,100.0,54.0,100.0,58.0,42.0,354.0,70.8,B+
S0030,Ashlee Vincent,Male,10C,,Term 2,26.0,98.0,100.0,94.0,22.0,340.0,68.0,B
S0124,William David,Other,10C,,Term 2,99.0,18.0,83.0,52.41263157894737,100.0,352.41263157894736,70.48252631578947,B+
S0265,Melissa Moore,Male,10A,,Term 2,92.0,92.0,50.40127388535032,13.0,80.0,327.4012738853503,65.48025477707006,B
S0437,Mr. Thomas West,Male,10B,,Term 2,65.0,65.0,75.0,91.0,45.0,341.0,68.2,B
S0273,Jaime Davis,Male,10A,,Term 2,53.0,82.0,22.0,78.0,78.0,313.0,62.6,B
S0065,Matthew Hall,Female,10A,,Term 2,39.0,57.0,39.0,5.0,91.0,231.0,46.2,D
S0244,Wendy Hall,Female,10C,,Term 2,41.0,93.0,50.40127388535032,28.0,14.0,226.40127388535032,45.28025477707006,D
S0282,Tami Oconnor,Male,10B,,Term 2,54.0,99.0,43.0,63.0,51.0,310.0,62.0,B
S0382,Tiffany Morris,Female,10A,,Term 2,41.0,50.40376569037657,38.0,64.0,19.0,212.40376569037656,42.480753138075315,D
S0407,Alvin Griffin,Female,10A,,Term 2,40.0,56.0,100.0,10.0,91.0,297.0,59.4,C
S0422,Jesse Wheeler,Male,10A,,Term 2,50.90191897654584,51.0,86.0,97.0,66.0,350.90191897654586,70.18038379530917,B+
S0323,Erin Francis,Other,10B,,Term 2,59.0,53.0,79.0,50.0,100.0,341.0,68.2,B
S0249,Rebecca Vance,Male,10A,,Term 2,22.0,42.0,50.40127388535032,27.0,0.0,141.40127388535032,28.280254777070063,F
S0342,Steven Marshall,Male,10C,,Term 2,17.0,53.0,98.0,24.0,84.0,276.0,55.2,C
S0436,Rodney Gonzalez,Male,10B,,Term 2,74.0,59.0,71.0,94.0,58.0,356.0,71.2,B+
S0058,Meagan Good,Male,10B,,Term 2,22.0,6.0,50.40127388535032,47.0,92.0,217.40127388535032,43.480254777070066,D
S0218,Anthony Bernard,Male,10A,,Term 2,14.0,34.0,99.0,43.0,16.0,206.0,41.2,D
S0131,Diane Smith,Other,10A,,Term 2,45.0,18.0,11.0,89.0,7.0,170.0,34.0,E
S0021,Manuel Moore,Female,10A,,Term 2,32.0,100.0,39.0,12.0,34.0,217.0,43.4,D
S0018,Sandra Hughes,Other,10C,,Term 2,29.0,50.40376569037657,57.0,0.0,11.0,147.40376569037656,29.48075313807531,F
S0331,Sara Green,Male,10C,,Term 2,100.0,49.0,50.40127388535032,82.0,15.0,296.4012738853503,59.280254777070056,C
S0295,Alexander Harper,Female,10A,,Term 2,16.0,34.0,89.0,21.0,67.0,227.0,45.4,D
S0229,Michael Lee,Female,10B,,Term 2,15.0,87.0,3.0,11.0,50.503184713375795,166.5031847133758,33.300636942675155,E
S0455,Michael Phillips,Other,10A,,Term 2,50.90191897654584,16.0,74.0,62.0,97.0,299.90191897654586,59.98038379530917,C
S0056,Matthew Murphy,Other,10A,,Term 2,72.0,88.0,24.0,100.0,50.503184713375795,334.5031847133758,66.90063694267516,B
S0159,Robert King,Other,10A,,Term 2,93.0,58.0,92.0,100.0,27.0,370.0,74.0,B+
S0451,Allison Day,Male,10C,,Term 2,79.0,83.0,10.0,22.0,1.0,195.0,39.0,E
S0145,Kaitlyn Riddle,Male,10C,,Term 2,65.0,30.0,7.0,54.0,52.0,208.0,41.6,D
S0183,Lawrence Ali,Other,10B,,Term 2,8.0,18.0,64.0,12.0,47.0,149.0,29.8,F
S0067,Carlos Davis,Male,10A,,Term 2,16.0,63.0,69.0,0.0,59.0,207.0,41.4,D
S0470,Scott Soto,Other,10C,,Term 2,41.0,71.0,84.0,43.0,100.0,339.0,67.8,B
S0201,Susan Riley,Other,10C,,Term 2,63.0,23.0,61.0,94.0,52.0,293.0,58.6,C
S0327,Corey Webb,Female,10C,,Term 2,44.0,19.0,76.0,91.0,97.0,327.0,65.4,B
S0402,Adam Wise,Female,10C,,Term 2,56.0,70.0,29.0,56.0,8.0,219.0,43.8,D
S0250,Tiffany Maynard,Other,10A,,Term 2,66.0,23.0,12.0,81.0,44.0,226.0,45.2,D
S0471,Dana Barnett,Female,10C,,Term 2,72.0,69.0,28.0,63.0,79.0,311.0,62.2,B
S0076,Ashley Wright,Other,10B,,Term 2,55.0,73.0,53.0,52.41263157894737,93.0,326.41263157894736,65.28252631578947,B
S0179,Kathleen Ward,Male,10C,,Term 2,54.0,0.0,28.0,20.0,46.0,148.0,29.6,F
S0252,Lisa Williams,Other,10A,,Term 2,48.0,98.0,86.0,27.0,45.0,304.0,60.8,B
S0087,Richard Martinez,Other,10B,,Term 2,89.0,94.0,30.0,41.0,83.0,337.0,67.4,B
S0258,John Patel,Other,10C,,Term 2,98.0,0.0,72.0,55.0,63.0,288.0,57.6,C
